tweet_id	text	misogyny	category
1799	مستخدم@ بطله يانوال بنتابعك على mtv بتستاهلي تكوني رئيسة وزراء	none	none
1800	مستخدم@ يلعن روحك يا ديما	misogyny	damning
1801	مستخدم@ الكل يحكي و تخرس	misogyny	discredit
1802	مستخدم@ يا هبلة لان عم يحكي بمثابة رئيس جمهورية لبنان مش كأمين عام حزب الله � عيشي مع هالجو لحظة بلكي بتموتي ونرتاح من قرفك	misogyny	discredit
1803	مستخدم@ يا ريت بتخرسي يا حيوانه يا راس الفتنه انت	misogyny	discredit
1804	مستخدم@ مستخدم@ نانسي السبع صارت على لائحة الاعلاميين الحقراء	misogyny	discredit
1805	مستخدم@ التاريخ عالورقة ١٧ تشرين الاول يعني ما كان بلش الحراك بعد ����	none	none
1806	مستخدم@ شهد شاهد من أهله ايها المحرضه اللعينه	misogyny	discredit
1807	مستخدم@ مستخدم@ ما هذا المنطق الأعوج؟ لا يحق لأي سبب ضرب وتكسير وترهيب الناس! نحن لسنا في مزرعة. يا ليت تكون شوي انسان.	none	none
1808	مستخدم@ انت لازم يكبرو عليكي جماعة داعش ههههه والله لا يكيفوا هههههههه	misogyny	threat of violence
1809	مستخدم@ يعني انتي مع الخراب والقتل والتدمير في اي دوله و اي بلاد ماكفاك اليمن 🇾🇪 🇾🇪 🇾🇪 🇾🇪 وليبيا وسوريا الي متي تبقى متعطشه الي الدماء؟؟؟؟؟؟؟ #توكل _صانعه _الدمار	misogyny	discredit
1810	مستخدم@ ونصرالله واحد منن.. نحنا كنا معو ضد اسرائيل بما انو مشارك بحكومة كلن فاسدين والآدمي ساكت للفاسد وهوي شارك بالمحاصصة وبالفساد	none	none
1811	مستخدم@ مستخدم@ مستخدم@ يخرب بيتك ما احلاااك	none	none
1812	السيد حسن يناشد المجموعة المسلحة وقف اطلاق النار ووقف قتل المتظاهرين السلميين #نانسي_السبع ضرطات	misogyny	discredit
1813	مستخدم@ ما رح يطلع لك ١٦ مليون. حاج تتعبي�	none	none
1814	مستخدم@ حامل العلم اللبناني قبلك و قبل السفهاء امثالك مش حقيرة و أجيرة خارج سفيهة مثلك تعلم الوطنية	misogyny	discredit
1815	مستخدم@ مستخدم@ مستخدم@ مين بدو يحضرك يا حرباية كل شوي بلون	misogyny	discredit
1816	مستخدم@ على فين ياهدهد الجنانين انت ياض مصدق نفسك انك بنت ولا ايه احب اقولك انتى دكر دكر دكر دكر دكر ابوكى على ابو امك شمطاء عنساء مومس https://t.co/cF4h7B6Jqt	misogyny	discredit
1817	مستخدم@ مستخدم@ مستخدم@ ليكي كلمة وحدة ومن الآخر السيد باقي على قلوبكم وانتو بتعرفوا هالشي ومقهورين… https://t.co/pUQNVgDTzu	none	none
1818	مستخدم@ انتي مش صحافية انتي وحدة بطلة، خليكي بهالهمة وما توطي حالك لهل الافواه البزيئة #لبنان_ينتفض	none	none
1819	مستخدم@ مستخدم@ لا طبعا لا يهم الدراسة و لا الوظيفة و لا الفكر يهمني تقعد في بيتها و تحترم زوجها و الطاعة المطلقة التامة و تهتم بمطبخها	misogyny	dominance
1820	مستخدم@ الي اقدر اقوله انك انتي انسانه قذره ولو بحثنا عنك ماتوصلي دعست قدمه على الارض	misogyny	discredit
1821	مستخدم@ بتسوي صرماية	misogyny	discredit
1822	 مستخدم@ مستخدم@ احرقوكم حرق الجيش خلوكم يم نسوانكم تلبسون لبس الحريم	none	none
1823	مستخدم@ ما تحكي بس خليكي خرسانة يا زبالة	misogyny	discredit
1824	مستخدم@ ما رح نخليك تفقديلو ما تخافي � 	misogyny	discredit
1825	مستخدم@ روحي ارفعي السرية المصرفية عن حساباتك وحسابات زوجك المصون وبعدين تفصحني واحكي! #ديما_الطز	misogyny	discredit
1826	مستخدم@ دة حذائه يساوي جيش منك، خليك في حقوق المرأة والتحرر أحسن لك، النكرة ليس في الأرض ولكن في السماء 😪😪😪	misogyny	dominance
1827	مستخدم@ شتقتلك الشاشة جيسكا،وين عم تتظاهري�	none	none
1828	مستخدم@ نضبي يا فتانة نضبي يا 	misogyny	discredit
1829	مستخدم@ فوتي نامي! الغبى عاميكي	misogyny	discredit
1830	مستخدم@ مستخدم@ كاذبة اشرة لانه منذ بعض الوقت المتظاهرين كانوا بوزعوا ورود عالجيش مش قلنالكم اعلام فتنة	misogyny	discredit
1831	مستخدم@ انا سكري بوزك احسن يا وسخه	misogyny	discredit
1832	مستخدم@ بطلي ظرب يا حلوه و ع المطبخ	misogyny	stereotyping & objectification
1833	مستخدم@ مستخدم@ مستخدم@ مستخدم@ مستخدم@ مستخدم@ احلى وحدة فيون نوال ���	none	none
1834	مستخدم@ لا عنجد انك جدبه وليه هبله لتكوني مصدقه عنجد انو هيدي ثوره لتقلب النظام يا هبول ما تعلمتي من فوار سوريا!… https://t.co/V5eO8KhkiA	misogyny	discredit
1835	مستخدم@ لعنة الله عليش لولا الحوثي ماجات السعوديه ولا الامارات	misogyny	damning
1836	مستخدم@ مين قال انو نحن معتبرينا ضده بالعكس نحن مبسوطين لانه استقال و اكيد فخورين فيه و كل الشعب اللبناني فخور… https://t.co/Wr0uYFbZYY	none	none
1837	مستخدم@ تضامنك معهم وتحدثك عنهم يدل انك انسانة محترمة وشخصية قوية	none	none
1838	مستخدم@ قولي هنا قرن الشيطان قبح وجهك ايتها البومه	misogyny	discredit
1839	مستخدم@ سلامتك يا قلبي	none	none
1840	مستخدم@ يا ويلي ولك حتى كلمة لسيد بدو مين يفسرك اياه والله متعبه انت خلص احكي وفهمي وحللي متل ما بدك ستين عمرك لتفهمي �	none	none
1841	مستخدم@ ولا يهمك انتي مثل الحمار حمال اسيه الحمار يحس وانتي بدون احساس	misogyny	discredit
1842	مستخدم@ مستخدم@ سافرة من بلادي	misogyny	stereotyping & objectification
1843	هودي اللي مش مبلكينّي بعد مستخدم@ مستخدم@ مستخدم@ مستخدم@ #صار_الوقت وينكن https://t.co/LdvxmRJAGm	none	none
1844	مستخدم@ يا ريت تفكري تغسلي اسنانك الأول	none	none
1845	مستخدم@ مستخدم@ أخت ديما نحن معك ومع كل لبنان ...بس الخوف من ضياع كل شي بلا فائدة ...وين البديل وين قادة الثورة...	none	none
1846	مستخدم@ مستخدم@ مستخدم@ مستخدم@ مذيعة ديكتاتورية � ..يعنى غصب نصور و نكذب .... مذيعة ( فر عون )	misogyny	discredit
1847	مستخدم@ يا حماره قال لا نؤيد كمان ما بتفهمي الكلام السيد اخر همه إذا فل سعد أو ضل يقبرني ربه حامي شعبه بحمي الرحمن	misogyny	discredit
1848	مستخدم@ روحي رقصيلن بيكيفو عليكي . شفتي مراسلة الجديد كيف تحركشو فيها عالهوى اليوم ؟	misogyny	sexual harassment
1849	مستخدم@ رح يقبر قلبك لا تعتلي هم	misogyny	threat of violence
1850	مستخدم@ قبح الله وجهك يا مرتزقة، السعوديون لا ينظرون تحت أقدامهم.	misogyny	damning
1851	مستخدم@ انت سدي نيعك	misogyny	discredit
1852	مستخدم@ مستخدم@ هيدي اذا بدو يوجهها. بكون البث مباشرة من قصر بعبدا. بس طبعا السيد أوعى وأفهم وأذكى مني ومنك لي… https://t.co/1Llc4vthEY	none	none
1853	مستخدم@ #السيد_حسن_نصر_الله داعم أساسي لمطالب المتظاهرين السلميين وفي مقدمتها محاربة الفساد والعيش الكريم.. البع… https://t.co/aMAOF1NTdX	none	none
1854	"مستخدم@ اتفه ""اعلامية"" بآسيا باردون على كلمة اعلامية"	misogyny	discredit
1855	مستخدم@ مستخدم@ على مين نازلي صب دعاوي من صبح صباح الرواق �	none	none
1856	مستخدم@ لا الماء يروب ولا القحبة تتوب.. ينطبق على توكل	misogyny	discredit
1857	مستخدم@ مستخدم@ المتسلقة،العييشة،المزيفة تتكلم عن الأبواق. انتي كنتي تستجدي صورة في بيت الوسط وتترجي لتاخدي… https://t.co/YckZgjNuFt	misogyny	discredit
1858	مستخدم@ مش أنتي ولا امثالك يلي بقرروا شو بصير بعد الثورة. أنتي جزء من منظومة الفساد. كل عمرك تطبلي وتزمري مع الس… https://t.co/XVHyNIYJXy	none	none
1859	مستخدم@ الله يلعن والديك يابنت القحبة انتي لستي يمنية اهتمي ببلدك الذي خربتيه وهربتي تركيا الحين الناس تموت جوع	misogyny	damning
1860	مستخدم@ رحم الله شخينا ابن باز وسود الله وجهك	misogyny	damning
1861	مستخدم@ � اعلى ما ب خيلك اركبي https://t.co/htfLWR0GfQ	none	none
1862	أنا كدا كدا بكره الستات الكبيرة ف أعدموهم عادي	misogyny	derailing
1863	مستخدم@ لو أنا مكان الشباب كنت حطيت الرصاصة في جبهتها و أثبت للعالم إن المرأة مكانها في المطبخ	misogyny	threat of violence
1864	مستخدم@ عقبال ما يتعبط فيكي قد هيدا على مية مرة و يجعلكك و ما تعرفي راسك من كعب إجريكي 	misogyny	discredit
1865	نانسي السبع راح تنتحر دفاعا عن حراك جعجع وحراك بديعوت احرونوت	none	none
1866	مستخدم@ سنسقط عليكي ويتكسر راسك �	misogyny	threat of violence
1867	مستخدم@ ضللوج في جهنم ياقحبة اردوغان يارقاصه اسطنبول	misogyny	discredit
1868	مستخدم@ احسن انشاء الله الي جهنم وبئس المصير ربنا ينتقم منك	misogyny	damning
1869	مستخدم@ يا ريت يا قليلة الأدب، يا بنت الشوارع، تعتزلي مهنة الإعلام لانك هتكتيها.. خليكي بالأزياء عالقليلة الناس ما بتسمع بذاءتك �	misogyny	stereotyping & objectification
1870	مستخدم@ مستخدم@ مسكينه حرام ��	none	none
1871	مستخدم@ مستخدم@ ٧ آيار انفرضت عليه (انو يقوصو عليهن وهني فاتحين صدرن شي طبيعي بدو يدافع عن حالو )	none	none
